Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Suriname,SUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,158.593,158.593,158.593,156.3322,154.0714,151.8106,149.5498,147.289,145.1224,142.9558,140.7892,138.6226,136.456,131.6928,126.9296,122.1664,117.4032,112.64,110.536,108.432,106.328,104.224,102.12,100.938,99.756,98.574,97.392,96.21,95.8474,95.4848,95.1222,94.7596,94.397,93.416,92.435,91.454,90.473,89.492,87.8248,86.1576,84.4904,82.8232,81.156,79.4176,77.6792,75.9408,74.2024,72.464,71.0692,69.6744,68.2796,66.8848,65.49,64.723,63.956,63.189,62.422,61.655,60.6396,59.6242,
Slovak Republic,SVK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,49.6362,49.2996,48.963,47.6776,46.3922,45.1068,43.8214,42.536,42.3,42.064,41.828,41.592,41.356,42.588,43.82,45.052,46.284,47.516,47.7282,47.9404,48.1526,48.3648,48.577,49.065,49.553,50.041,50.529,51.017,49.8858,48.7546,47.6234,46.4922,45.361,41.7286,38.0962,34.4638,30.8314,27.199,25.8952,24.5914,23.2876,21.9838,20.68,20.7664,20.8528,20.9392,21.0256,21.112,21.3824,21.6528,21.9232,22.1936,22.464,23.108,23.752,24.396,25.04,25.684,25.9352,26.1864,
Slovenia,SVN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.5788,32.3474,34.116,35.9142,37.7124,39.5106,41.3088,43.107,45.6804,48.2538,50.8272,53.4006,55.974,56.4476,56.9212,57.3948,57.8684,58.342,56.0004,53.6588,51.3172,48.9756,46.634,44.2424,41.8508,39.4592,37.0676,34.676,31.6452,28.6144,25.5836,22.5528,19.522,17.4516,15.3812,13.3108,11.2404,9.17,8.5076,7.8452,7.1828,6.5204,5.858,5.7196,5.5812,5.4428,5.3044,5.166,5.0788,4.9916,4.9044,4.8172,4.73,4.5392,4.3484,4.1576,3.9668,3.776,3.6524,3.5288,
Sweden,SWE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,39.6556,40.5038,41.352,41.7038,42.0556,42.4074,42.7592,43.111,40.9948,38.8786,36.7624,34.6462,32.53,30.2602,27.9904,25.7206,23.4508,21.181,19.485,17.789,16.093,14.397,12.701,12.5146,12.3282,12.1418,11.9554,11.769,11.6892,11.6094,11.5296,11.4498,11.37,10.539,9.708,8.877,8.046,7.215,7.0502,6.8854,6.7206,6.5558,6.391,6.3152,6.2394,6.1636,6.0878,6.012,5.8922,5.7724,5.6526,5.5328,5.413,5.3456,5.2782,5.2108,5.1434,5.076,5.1226,5.1692,
Eswatini,SWZ,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,138.5664,142.8222,147.078,152.6142,158.1504,163.6866,169.2228,174.759,179.4624,184.1658,188.8692,193.5726,198.276,198.2812,198.2864,198.2916,198.2968,198.302,193.5832,188.8644,184.1456,179.4268,174.708,166.6874,158.6668,150.6462,142.6256,134.605,132.4214,130.2378,128.0542,125.8706,123.687,121.8638,120.0406,118.2174,116.3942,114.571,112.591,110.611,108.631,106.651,104.671,102.145,99.619,97.093,94.567,92.041,89.5948,87.1486,84.7024,82.2562,79.81,79.187,78.564,77.941,77.318,76.695,75.3554,74.0158,
Sint Maarten (Dutch part),SXM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.3704,148.5742,151.778,153.57,155.362,157.154,158.946,160.738,157.816,154.894,151.972,149.05,146.128,140.0878,134.0476,128.0074,121.9672,115.927,109.5956,103.2642,96.9328,90.6014,84.27,80.9316,77.5932,74.2548,70.9164,67.578,67.6818,67.7856,67.8894,67.9932,68.097,66.0594,64.0218,61.9842,59.9466,57.909,57.9072,57.9054,57.9036,57.9018,57.9,58.3022,58.7044,59.1066,59.5088,59.911,60.1906,60.4702,60.7498,61.0294,61.309,61.4572,61.6054,61.7536,61.9018,62.05,61.2244,60.3988,
Syrian Arab Republic,SYR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,117.138,117.649,118.16,118.0696,117.9792,117.8888,117.7984,117.708,117.7268,117.7456,117.7644,117.7832,117.802,117.1042,116.4064,115.7086,115.0108,114.313,111.6108,108.9086,106.2064,103.5042,100.802,97.0696,93.3372,89.6048,85.8724,82.14,79.296,76.452,73.608,70.764,67.92,67.2686,66.6172,65.9658,65.3144,64.663,63.1372,61.6114,60.0856,58.5598,57.034,55.9606,54.8872,53.8138,52.7404,51.667,49.9912,48.3154,46.6396,44.9638,43.288,42.3488,41.4096,40.4704,39.5312,38.592,37.9512,37.3104,
Turks and Caicos Islands,TCA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,196.564,197.192,197.82,198.448,199.076,199.704,200.332,200.96,202.6618,204.3636,206.0654,207.7672,209.469,210.744,212.019,213.294,214.569,215.844,216.2764,216.7088,217.1412,217.5736,218.006,218.023,218.04,218.057,218.074,218.091,218.0916,218.0922,218.0928,218.0934,218.094,217.7618,217.4296,217.0974,216.7652,216.433,215.092,213.751,212.41,211.069,209.728,206.9984,204.2688,201.5392,198.8096,196.08,192.508,188.936,185.364,181.792,178.22,174.794,171.368,167.942,164.516,161.09,157.9144,154.7388,
Togo,TGO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,151.1482,150.1406,149.133,148.4528,147.7726,147.0924,146.4122,145.732,145.5848,145.4376,145.2904,145.1432,144.996,144.836,144.676,144.516,144.356,144.196,143.0422,141.8884,140.7346,139.5808,138.427,135.6756,132.9242,130.1728,127.4214,124.67,121.2332,117.7964,114.3596,110.9228,107.486,105.3846,103.2832,101.1818,99.0804,96.979,96.2936,95.6082,94.9228,94.2374,93.552,93.3896,93.2272,93.0648,92.9024,92.74,92.5394,92.3388,92.1382,91.9376,91.737,91.2078,90.6786,90.1494,89.6202,89.091,88.6878,88.2846,
Thailand,THA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,60.3506,60.3518,60.353,60.6068,60.8606,61.1144,61.3682,61.622,61.4022,61.1824,60.9626,60.7428,60.523,60.417,60.311,60.205,60.099,59.993,59.5364,59.0798,58.6232,58.1666,57.71,56.816,55.922,55.028,54.134,53.24,52.637,52.034,51.431,50.828,50.225,49.3276,48.4302,47.5328,46.6354,45.738,44.972,44.206,43.44,42.674,41.908,42.0144,42.1208,42.2272,42.3336,42.44,44.2646,46.0892,47.9138,49.7384,51.563,50.232,48.901,47.57,46.239,44.908,44.6888,44.4696,
Tajikistan,TJK,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.4474,66.0712,65.695,65.296,64.897,64.498,64.099,63.7,63.8614,64.0228,64.1842,64.3456,64.507,63.4468,62.3866,61.3264,60.2662,59.206,58.7664,58.3268,57.8872,57.4476,57.008,57.0904,57.1728,57.2552,57.3376,57.42,57.4078,57.3956,57.3834,57.3712,57.359,55.943,54.527,53.111,51.695,50.279,48.7448,47.2106,45.6764,44.1422,42.608,43.0068,43.4056,43.8044,44.2032,44.602,45.7672,46.9324,48.0976,49.2628,50.428,51.7576,53.0872,54.4168,55.7464,57.076,57.4706,57.8652,
Turkmenistan,TKM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.6066,42.7538,41.901,40.4822,39.0634,37.6446,36.2258,34.807,33.7456,32.6842,31.6228,30.5614,29.5,28.575,27.65,26.725,25.8,24.875,24.1286,23.3822,22.6358,21.8894,21.143,21.3678,21.5926,21.8174,22.0422,22.267,23.0978,23.9286,24.7594,25.5902,26.421,26.2236,26.0262,25.8288,25.6314,25.434,25.2312,25.0284,24.8256,24.6228,24.42,23.9656,23.5112,23.0568,22.6024,22.148,23.0094,23.8708,24.7322,25.5936,26.455,26.0476,25.6402,25.2328,24.8254,24.418,24.2324,24.0468,
Timor-Leste,TLS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.6764,65.2582,64.84,64.0032,63.1664,62.3296,61.4928,60.656,60.0286,59.4012,58.7738,58.1464,57.519,56.4732,55.4274,54.3816,53.3358,52.29,53.3358,54.3816,55.4274,56.4732,57.519,57.3098,57.1006,56.8914,56.6822,56.473,56.8914,57.3098,57.7282,58.1466,58.565,58.7628,58.9606,59.1584,59.3562,59.554,60.2406,60.9272,61.6138,62.3004,62.987,61.0722,59.1574,57.2426,55.3278,53.413,50.5006,47.5882,44.6758,41.7634,38.851,37.8378,36.8246,35.8114,34.7982,33.785,32.364,30.943,
Tonga,TON,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,59.1156,56.3268,53.538,51.6938,49.8496,48.0054,46.1612,44.317,41.6752,39.0334,36.3916,33.7498,31.108,31.009,30.91,30.811,30.712,30.613,30.514,30.415,30.316,30.217,30.118,29.1944,28.2708,27.3472,26.4236,25.5,25.3048,25.1096,24.9144,24.7192,24.524,24.1198,23.7156,23.3114,22.9072,22.503,22.2556,22.0082,21.7608,21.5134,21.266,20.8098,20.3536,19.8974,19.4412,18.985,18.5084,18.0318,17.5552,17.0786,16.602,16.214,15.826,15.438,15.05,14.662,14.3302,13.9984,
Trinidad and Tobago,TTO,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,141.9462,140.1306,138.315,131.2854,124.2558,117.2262,110.1966,103.167,100.965,98.763,96.561,94.359,92.157,90.7978,89.4386,88.0794,86.7202,85.361,85.3316,85.3022,85.2728,85.2434,85.214,82.5922,79.9704,77.3486,74.7268,72.105,68.898,65.691,62.484,59.277,56.07,53.7158,51.3616,49.0074,46.6532,44.299,43.1252,41.9514,40.7776,39.6038,38.43,38.3616,38.2932,38.2248,38.1564,38.088,37.4314,36.7748,36.1182,35.4616,34.805,33.862,32.919,31.976,31.033,30.09,29.3338,28.5776,
Tunisia,TUN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.6512,66.3776,67.104,65.8764,64.6488,63.4212,62.1936,60.966,57.4054,53.8448,50.2842,46.7236,43.163,42.0022,40.8414,39.6806,38.5198,37.359,35.9372,34.5154,33.0936,31.6718,30.25,28.9382,27.6264,26.3146,25.0028,23.691,22.3666,21.0422,19.7178,18.3934,17.069,15.589,14.109,12.629,11.149,9.669,8.9534,8.2378,7.5222,6.8066,6.091,6.1592,6.2274,6.2956,6.3638,6.432,6.6636,6.8952,7.1268,7.3584,7.59,7.6402,7.6904,7.7406,7.7908,7.841,7.85,7.859,
Turkey,TUR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,122.3536,121.4558,120.558,119.2826,118.0072,116.7318,115.4564,114.181,112.4402,110.6994,108.9586,107.2178,105.477,103.6678,101.8586,100.0494,98.2402,96.431,94.2926,92.1542,90.0158,87.8774,85.739,82.9658,80.1926,77.4194,74.6462,71.873,69.5516,67.2302,64.9088,62.5874,60.266,59.1488,58.0316,56.9144,55.7972,54.68,52.7966,50.9132,49.0298,47.1464,45.263,43.9132,42.5634,41.2136,39.8638,38.514,37.0598,35.6056,34.1514,32.6972,31.243,30.3062,29.3694,28.4326,27.4958,26.559,25.5558,24.5526,
Tuvalu,TUV,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,157.75,157.68,157.61,157.3902,157.1704,156.9506,156.7308,156.511,156.3398,156.1686,155.9974,155.8262,155.655,155.622,155.589,155.556,155.523,155.49,154.6294,153.7688,152.9082,152.0476,151.187,150.3252,149.4634,148.6016,147.7398,146.878,145.6422,144.4064,143.1706,141.9348,140.699,139.4372,138.1754,136.9136,135.6518,134.39,134.347,134.304,134.261,134.218,134.175,134.03,133.885,133.74,133.595,133.45,131.392,129.334,127.276,125.218,123.16,122.205,121.25,120.295,119.34,118.385,116.926,115.467,
Uganda,UGA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,171.521,172.117,172.713,173.056,173.399,173.742,174.085,174.428,174.33,174.232,174.134,174.036,173.938,174.0114,174.0848,174.1582,174.2316,174.305,174.0864,173.8678,173.6492,173.4306,173.212,173.2204,173.2288,173.2372,173.2456,173.254,174.034,174.814,175.594,176.374,177.154,177.451,177.748,178.045,178.342,178.639,176.3152,173.9914,171.6676,169.3438,167.02,163.7628,160.5056,157.2484,153.9912,150.734,146.9648,143.1956,139.4264,135.6572,131.888,129.2776,126.6672,124.0568,121.4464,118.836,116.0714,113.3068,
Ukraine,UKR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.514,29.029,28.544,29.1688,29.7936,30.4184,31.0432,31.668,33.1728,34.6776,36.1824,37.6872,39.192,40.4424,41.6928,42.9432,44.1936,45.444,47.4534,49.4628,51.4722,53.4816,55.491,57.0124,58.5338,60.0552,61.5766,63.098,62.0184,60.9388,59.8592,58.7796,57.7,54.8676,52.0352,49.2028,46.3704,43.538,40.6862,37.8344,34.9826,32.1308,29.279,29.5054,29.7318,29.9582,30.1846,30.411,29.9194,29.4278,28.9362,28.4446,27.953,27.1046,26.2562,25.4078,24.5594,23.711,23.0026,22.2942,
Uruguay,URY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.5858,62.8884,63.191,62.753,62.315,61.877,61.439,61.001,61.8808,62.7606,63.6404,64.5202,65.4,65.845,66.29,66.735,67.18,67.625,66.62,65.615,64.61,63.605,62.6,63.3656,64.1312,64.8968,65.6624,66.428,67.2626,68.0972,68.9318,69.7664,70.601,69.9378,69.2746,68.6114,67.9482,67.285,66.7674,66.2498,65.7322,65.2146,64.697,63.9782,63.2594,62.5406,61.8218,61.103,61.013,60.923,60.833,60.743,60.653,60.2678,59.8826,59.4974,59.1122,58.727,58.2386,57.7502,
United States,USA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.741,79.185,76.629,74.6802,72.7314,70.7826,68.8338,66.885,65.7818,64.6786,63.5754,62.4722,61.369,59.642,57.915,56.188,54.461,52.734,52.4856,52.2372,51.9888,51.7404,51.492,51.8474,52.2028,52.5582,52.9136,53.269,54.5174,55.7658,57.0142,58.2626,59.511,57.8868,56.2626,54.6384,53.0142,51.39,49.6484,47.9068,46.1652,44.4236,42.682,42.0618,41.4416,40.8214,40.2012,39.581,37.2522,34.9234,32.5946,30.2658,27.937,26.3216,24.7062,23.0908,21.4754,19.86,18.5562,17.2524,
Uzbekistan,UZB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.1824,44.7892,45.396,44.9824,44.5688,44.1552,43.7416,43.328,43.0444,42.7608,42.4772,42.1936,41.91,41.439,40.968,40.497,40.026,39.555,39.2126,38.8702,38.5278,38.1854,37.843,38.837,39.831,40.825,41.819,42.813,46.4196,50.0262,53.6328,57.2394,60.846,57.089,53.332,49.575,45.818,42.061,37.3172,32.5734,27.8296,23.0858,18.342,18.295,18.248,18.201,18.154,18.107,19.2436,20.3802,21.5168,22.6534,23.79,23.79,23.79,23.79,23.79,23.79,24.2094,24.6288,
St. Vincent and the Grenadines,VCT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,205.4208,203.8684,202.316,199.2872,196.2584,193.2296,190.2008,187.172,182.49,177.808,173.126,168.444,163.762,157.4766,151.1912,144.9058,138.6204,132.335,127.941,123.547,119.153,114.759,110.365,107.3136,104.2622,101.2108,98.1594,95.108,93.6766,92.2452,90.8138,89.3824,87.951,85.5894,83.2278,80.8662,78.5046,76.143,73.8354,71.5278,69.2202,66.9126,64.605,63.4696,62.3342,61.1988,60.0634,58.928,58.044,57.16,56.276,55.392,54.508,53.4104,52.3128,51.2152,50.1176,49.02,48.1898,47.3596,
"Venezuela, RB",VEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,131.216,130.356,129.496,127.7648,126.0336,124.3024,122.5712,120.84,118.112,115.384,112.656,109.928,107.2,106.4474,105.6948,104.9422,104.1896,103.437,102.8052,102.1734,101.5416,100.9098,100.278,100.2702,100.2624,100.2546,100.2468,100.239,99.179,98.119,97.059,95.999,94.939,94.771,94.603,94.435,94.267,94.099,93.6986,93.2982,92.8978,92.4974,92.097,91.6574,91.2178,90.7782,90.3386,89.899,89.4832,89.0674,88.6516,88.2358,87.82,87.3234,86.8268,86.3302,85.8336,85.337,84.9792,84.6214,
British Virgin Islands,VGB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,152.158,150.614,149.07,153.8776,158.6852,163.4928,168.3004,173.108,171.6492,170.1904,168.7316,167.2728,165.814,154.0646,142.3152,130.5658,118.8164,107.067,102.9326,98.7982,94.6638,90.5294,86.395,85.5306,84.6662,83.8018,82.9374,82.073,81.0626,80.0522,79.0418,78.0314,77.021,74.5186,72.0162,69.5138,67.0114,64.509,61.4968,58.4846,55.4724,52.4602,49.448,49.4754,49.5028,49.5302,49.5576,49.585,48.8174,48.0498,47.2822,46.5146,45.747,42.375,39.003,35.631,32.259,28.887,27.6482,26.4094,
Vietnam,VNM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,19.0252,19.1786,19.332,19.36,19.388,19.416,19.444,19.472,19.3898,19.3076,19.2254,19.1432,19.061,19.0126,18.9642,18.9158,18.8674,18.819,19.3076,19.7962,20.2848,20.7734,21.262,22.3484,23.4348,24.5212,25.6076,26.694,28.1168,29.5396,30.9624,32.3852,33.808,32.9962,32.1844,31.3726,30.5608,29.749,29.3812,29.0134,28.6456,28.2778,27.91,28.4872,29.0644,29.6416,30.2188,30.796,31.849,32.902,33.955,35.008,36.061,35.0346,34.0082,32.9818,31.9554,30.929,29.1518,27.3746,
Vanuatu,VUT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,107.8976,106.8398,105.782,103.6722,101.5624,99.4526,97.3428,95.233,93.4508,91.6686,89.8864,88.1042,86.322,86.9564,87.5908,88.2252,88.8596,89.494,88.32,87.146,85.972,84.798,83.624,82.4324,81.2408,80.0492,78.8576,77.666,76.0972,74.5284,72.9596,71.3908,69.822,68.2506,66.6792,65.1078,63.5364,61.965,61.292,60.619,59.946,59.273,58.6,57.9142,57.2284,56.5426,55.8568,55.171,54.6456,54.1202,53.5948,53.0694,52.544,51.9226,51.3012,50.6798,50.0584,49.437,48.9082,48.3794,
Samoa,WSM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,77.1474,77.1462,77.145,75.3182,73.4914,71.6646,69.8378,68.011,66.887,65.763,64.639,63.515,62.391,60.809,59.227,57.645,56.063,54.481,52.8972,51.3134,49.7296,48.1458,46.562,45.1276,43.6932,42.2588,40.8244,39.39,38.2458,37.1016,35.9574,34.8132,33.669,35.954,38.239,40.524,42.809,45.094,43.4742,41.8544,40.2346,38.6148,36.995,35.9308,34.8666,33.8024,32.7382,31.674,30.9894,30.3048,29.6202,28.9356,28.251,27.378,26.505,25.632,24.759,23.886,23.2952,22.7044,
Kosovo,XKX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,166.734,168.455,170.176,172.7346,175.2932,177.8518,180.4104,182.969,182.7314,182.4938,182.2562,182.0186,181.781,178.9544,176.1278,173.3012,170.4746,167.648,165.89,164.132,162.374,160.616,158.858,157.5798,156.3016,155.0234,153.7452,152.467,151.2216,149.9762,148.7308,147.4854,146.24,139.255,132.27,125.285,118.3,111.315,106.162,101.009,95.856,90.703,85.55,83.76,81.97,80.18,78.39,76.6,74.8144,73.0288,71.2432,69.4576,67.672,66.208,64.744,63.28,61.816,60.352,59.1624,57.9728,
South Africa,ZAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.2902,80.5886,81.887,83.2388,84.5906,85.9424,87.2942,88.646,90.3342,92.0224,93.7106,95.3988,97.087,98.4474,99.8078,101.1682,102.5286,103.889,105.3134,106.7378,108.1622,109.5866,111.011,109.8582,108.7054,107.5526,106.3998,105.247,102.2614,99.2758,96.2902,93.3046,90.319,87.672,85.025,82.378,79.731,77.084,74.8174,72.5508,70.2842,68.0176,65.751,66.0524,66.3538,66.6552,66.9566,67.258,68.2016,69.1452,70.0888,71.0324,71.976,71.1624,70.3488,69.5352,68.7216,67.908,67.8488,67.7896,
Zambia,ZMB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,185.1564,187.0312,188.906,189.368,189.83,190.292,190.754,191.216,192.1124,193.0088,193.9052,194.8016,195.698,194.1688,192.6396,191.1104,189.5812,188.052,184.944,181.836,178.728,175.62,172.512,170.3674,168.2228,166.0782,163.9336,161.789,160.9182,160.0474,159.1766,158.3058,157.435,158.01,158.585,159.16,159.735,160.31,160.1972,160.0844,159.9716,159.8588,159.746,157.5886,155.4312,153.2738,151.1164,148.959,146.5064,144.0538,141.6012,139.1486,136.696,133.3792,130.0624,126.7456,123.4288,120.112,118.3048,116.4976,
Zimbabwe,ZWE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,168.8736,170.2848,171.696,172.1664,172.6368,173.1072,173.5776,174.048,174.048,174.048,174.048,174.048,174.048,173.5776,173.1072,172.6368,172.1664,171.696,162.9424,154.1888,145.4352,136.6816,127.928,124.465,121.002,117.539,114.076,110.613,109.0396,107.4662,105.8928,104.3194,102.746,102.2124,101.6788,101.1452,100.6116,100.078,100.1326,100.1872,100.2418,100.2964,100.351,102.499,104.647,106.795,108.943,111.091,110.6414,110.1918,109.7422,109.2926,108.843,104.3014,99.7598,95.2182,90.6766,86.135,83.2486,80.3622,
